2016-09-10,Creepy Old Barn On A Hill!! [Day 2140 - 09.09.16]
2016-09-15,Halloween Is Here!! [Day 2145 - 09.14.16]
2016-09-16,And Then This Happened... [Day 2146 - 09.15.16]
2016-09-21,Bustin&#39; Out Windows!!! [Day 2151 - 09.20.16]
2016-09-23,First Day of Trial!! [Day 2153 - 09.22.16]
2016-09-25,Motorcycle Crash!!! [Day 2155 - 09.24.16]
2016-09-27,Second Day of Trial!!! [Day 2157 - 09.26.16]
2016-09-28,3rd Day of Trial!! [Day 2158 - 09.27.16]
2016-09-29,Scary Peeper &amp; Knotts Shutdown Rant!!! [Day 2159 - 09.28.16]
2016-10-02,Setup Day One!! [Day 2162 - 10.01.16]
2016-10-03,Miller Manor Setup Day One!!! [Day 2163 - 10.02.16]
2016-10-04,More Progress &amp; Trial Day 4!!! [Day 2164 - 10.3.16]
2016-10-05,Trial Again, Day 5!! [Day 2165 - 10.04.16]
2016-10-06,Buffy&#39;s B-Day &amp; Last Day of Trial!! [Day 2166 - 10.05.16]
2016-10-08,Halloween Plans... Or not!! [Day 2168 - 10.07.16]
2016-10-11,Dollar Tree &amp; Walking!! [Day 2171 - 10.10.16]
2016-10-13,Star Wars Projector Death!! [Day 2173 - 10.12.16]
2016-10-16,Setup Day 2: Lighting!! [Day 2176 - 10.15.16]
2016-10-17,Halloween City &amp; Video Shoot!! [Day 2177 - 10.16.16]
2016-10-18,Does It Pumpkin Spice?!?
2016-10-19,The Rest Of The Drop Panel Scares - For Haunters!!! (2014/2016)
2016-10-20,The WORST SCARY CLOWN Haunted House Drop Panel Scare Video EVER!! (2014/2016)
2016-10-21,It Was A Good Day!! [Day 2181 - 10.20.16]
2016-10-22,A New Chapter!! [Day 2182 - 10.21.16]
2016-10-28,Getting Rid of Haunt Stuff!! (Mail Vlog) [Day 2188 - 10.27.16]
2016-10-30,Miller Manor 2016!!! [Day 2190 - 10.29.16]
2016-10-31,All Hallows Eve Eve!!! [Day 2191 - 10.30.16]
2016-11-01,HALLOWEEN 2016!!!!!!! [Day 2192 - 10.31.16]
2016-11-02,Retiring The Bronco!!! [Day 2193 - 11.01.16]
2016-11-03,I Finished A Project!!! [Day 2194 - 11.02.16]
2016-11-18,Car Problems Already?!?! [Day 2209 - 11.17.16]
2016-11-29,Christmas Light Setup Day 2!! [Day 2220 - 11.28.16]
2016-12-04,Fantasy Lights at Spanaway Park!!! [Day 2225 - 12.03.16]
2017-01-08,Beans On The Head!!! [Day 2260 - 01.07.17]
2017-01-10,Taking A Pie To The Face!! [RENTAL]
2017-01-17,2017 Haunt Announcement!!! [Day 2269 - 01.16.17]
2017-01-28,Haunt Props!!! [Day 2280 - 01.27.17]
2017-01-30,Train Graveyard!!! [Day 2282 - 01.29.17]
2017-02-11,Chuck E Cheese!!! [Day 2294 - 02.10.17]
2017-02-24,I Have A Confession... [Day 2307 - 02.23.17]
2017-03-06,Do NOT Watch If You&#39;re Squeamish!! [Day 2317 - 03.05.17]
2017-03-10,Hospital Trip 2!!  [Day 2321 - 03.09.17]
2017-05-13,Haunt Convention Day Two!!! [Day 2385 - 05.12.17]
2017-05-14,Haunt Convention Costume Contest Day Three! [Day 2386 - 05.13.17]
2017-05-30,Starting To Build!!! [Day 2402 - 05.29.17]
2017-06-04,Placing Panels!!! [Day 2407 - 06.03.17]
2017-06-05,BUILD DAY ONE!!! [Day 2408 - 06.04.17]
2017-06-25,BUILD DAY TWO!!! [Day 2428 - 06.24.17]
2017-06-29,Making Progress!!!! [Day 2432 - 06.28.17]
2017-07-09,A Canadian Guest!! [Day 2442 - 07.08.17]
2017-07-10,Wildlife Park!!! [Day 2443 - 07.09.17]
2017-07-11,Halloween In Stores!!! [Day 2444 - 07.10.17]
2017-07-23,Build Day 3!!! [Day 2456 - 07.22.17]
2017-08-05,Running Out Of Time!!! [Day 2469 - 08.04.17]
2017-08-06,2.5 Mile Tunnel Adventure!!! [Day 2470 - 08.05.17]
2017-08-07,Haunt Planning!!! [Day 2471 - 08.06.17]
2017-08-19,Canada, I Am In You!!! [Day 2483 - 08.18.17]
2017-08-20,Fright Fest BC Haunt Walkthrough!! [Day 2484 - 08.19.17]
2017-08-23,Michaels Halloween Merch 2017!!! [Day 2487 - 08.22.17]
2017-08-27,Prop Car Plans!! Fire!?! [Day 2491 - 08.26.17]
2017-08-29,Whats Up With The Haunt [Day 2493 - 08.28.17]
2017-09-01,Lowes Halloween 2017!!! [Day 2496 - 08.31.17]
2017-09-02,Taking My Punishment!!! [Day 2497 - 09.01.17]
2017-09-03,Lava Tube Cave Exploration!! [Day 2498 - 09.02.17]
2017-09-04,BUILD DAY 4!!!! [Day 2499 - 09.03.17]
2017-09-05,BUILD DAY 5!!!! [Day 2500 - 09.04.17]
2017-09-06,BUILD DAY 6!!! [Day 2501 - 09.05.17]
2017-09-10,Roof Supports!!! [Day 2505 - 09.09.17]
2017-09-11,Planning For The Wedding!!! [Day 2506 - 09.10.17]
2017-09-13,Trip Prep!!! [Day 2508 - 09.12.17]
2017-09-14,Fire!! ...and Getting Ready!! [Day 2509 - 09.13.17]
2017-09-15,Journey To Manitoba!!! [Day 2510 - 09.14.17]
2017-09-16,Wedding Setup!!! [Day 2511 - 09.15.17]
2017-09-17,Trucker Josh&#39;s Wedding Day!!! [Day 2512 - 09.16.17]
2017-09-18,The Last Night In Canada!!! [Day 2513 - 09.17.17]
2017-09-19,Didn&#39;t Want To Leave!! [Day 2514 - 09.18.17]
2017-09-20,Back To Canada!?!?! [Day 2515 - 09.19.17]
2017-09-21,Leaving Canada!!  ...again!! [Day 2516 - 09.20.17]
2017-09-22,Progress!! [Day 2517 - 09.21.17]
2017-09-23,Rolling In Mud!!! [Day 2518 - 09.22.17]
2017-09-24,A Day At The Fair!!! [Day 2519 - 09.23.17]
2017-09-25,NASCAR Sunday!!! [Day 2520 - 09.24.17]
2017-09-26,They Broke!!! [Day 2521 - 09.25.17]
2017-09-28,Racing The Train!!! [Day 2523 - 09.27.17]
2017-09-29,It&#39;s A Long Way Down!! [Day 2524 - 09.28.17]
2017-09-30,A Special Gift!!! [Day 2525 - 09.29.17]
2017-10-01,YouTube Haunt Meeting!!! [Day 2526 - 09.30.17]
2017-10-02,The Cemetery!!!! [Day 2527 - 10.01.17]
2017-10-04,Lighting The Graveyard!! [Day 2529 - 10.03.17]
2017-10-06,Old Pro Haunt Opportunity!!! [Day 2531 - 10.05.17]
2017-10-07,Balls!!! [Day 2532 - 10.06.17]
2017-10-08,Three Haunts, One Night!!  [Day 2533 - 10.07.17]
2017-10-09,Corn Maze!!! [Day 2534 - 10.08.17]
2017-10-10,Making An Attempt!!! [Day 2535 - 10.09.17]
2017-10-11,Canadian Yard Haunts!!! [Day 2536 - 10.10.17]
2017-10-12,Halloween City Costume!! [Day 2537 - 10.11.17]
2017-10-13,Troy Gets Wood!!! [Day 2538 - 10.12.17]
2017-10-14,Punishment Voting!!  [Day 2539 - 10.13.17]
2017-10-15,Build Day 7!!! [Day 2540 - 10.14.17]
2017-10-18,The Haunt Tree!! [Day 2543 - 10.17.17]
2017-10-19,Unboxing Lock, Shock &amp; Barrel!!! [Day 2544 - 10.18.17]
2017-10-20,Dance Party For One!!! [Day 2545 - 10.19.17]
2017-10-21,Oops!!! [Day 2546 - 10.20.17]
2017-10-22,Krispy Kreme Halloween!!! [Day 2547 - 10.21.17]
2017-10-23,Happy Birthday, Mom! [Day 2548 - 10.22.17]
2017-10-24,Epic Hellion Mail!!! [Day 2549 - 10.23.17]
2017-10-25,Number One Haunt!?!? [Day 2550 - 10.24.17]
2017-10-26,Zombie Window Super Secret Project Injury!!!! [Day 2551 - 10.25.17]
2017-10-27,Super Secret Project: Proposal!!! [Day 2552 - 10.26.17]
2017-10-29,Party In The Haunt!! [Day 2554 - 10.28.17]
2017-10-30,Sloth Day!!! [Day 2555 - 10.29.17]
2017-10-31,Black Cat Crossed My Path!! [Day 2556 - 10.30.17]
2017-11-01,My Little Skeleton!!! [Day 2557 - 10.31.17]
2017-11-02,Taking Down Halloween!! [Day 2558 - 11.01.17]
2017-11-02,The BEST Halloween Wedding Proposal EVER!!!
2017-11-03,Forgot Birthday AND Anniversary!! [Day 2559 - 11.02.17]
2017-11-05,Return Of The GoPro!!! [Day 2561 - 11.04.17]
2017-11-06,Snow Event!?!?! [Day 2562 - 11.05.17]
2017-11-07,Buffy Gas!!! [Day 2563 - 11.06.17]
2017-11-08,Everything Dies... [Day 2564 - 11.07.17]
2017-11-10,Ghost In The Tree!!! [Day 2566 - 11.09.17]
2017-11-12,Bone Collection!!! [Day 2568 - 11.11.17]
2017-11-13,Look Out For Bear!!! [Day 2569 - 11.12.17]
2017-11-14,A VERY Long Trip Home!! [Day 2570 - 11.13.17]
2017-11-15,Scaring Crows!! [Day 2571 - 11.14.17]
2017-11-16,Haunt Time Capsule!!! [Day 2572 - 11.15.17]
2017-11-19,Five Nights At Freddy&#39;s Birthday!?!? [Day 2575 - 11.18.17]
2017-11-20,Mini Twister!!! [Day 2576 - 11.19.17]
2017-11-21,Beginning Tear-down!!! [Day 2577 - 11.20.17]
2017-11-23,It&#39;s That Guy!! [Day 2579 - 11.22.17]
2017-11-24,Happy Thanksgiving!!! [Day 2580 - 11.23.17]
2017-11-25,An Awesome Find!!! ...almost... [Day 2581 - 11.24.17]
2017-11-26,Happy Thanksgiving!! ...AGAIN!!! [Day 2582 - 11.25.17]
2017-11-27,Selling The Haunt!!! [Day 2583 - 11.26.17]
2017-11-29,Moving More Haunt Stuff!!! [Day 2585 - 11.28.17]
2017-11-30,Almost Done!!! [Day 2586 - 11.29.17]
2017-12-01,Goodbye Unit 5042!!! [Day 2587 - 11.30.17]
2017-12-02,There&#39;s A Skelly Amongst Us!!! [Day 2588 - 12.01.17]
2017-12-03,Trees &amp; Lights!!! [Day 2589 - 12.02.17]
2017-12-05,The Bloody Refrigerator!!! [Day 2591 - 12.04.17]
2017-12-06,Scrapping Haunt Stuff!! [Day 2592 - 12.05.17]
2017-12-07,Fuzzy Boy Reacts!!! [Day 2593 - 12.06.17]
2017-12-08,Suspicious Trash!!! [Day 2594 - 12.07.17]
2017-12-10,Zoolights 2017!!! [Day 2596 - 12.09.17]
2017-12-11,Photoshoot!! [Day 2597 - 12.10.17]
2017-12-12,Christmas Carding!!! [Day 2598 - 12.11.17]
2017-12-17,Phoenix&#39;s 5th Birthday Partaaay!!! [Day 2603 - 12.16.17]
2017-12-20,Helping Train Crash Victims!!! [Day 2606 - 12.19.17]
2017-12-23,Computer Fund!!! [Day 2609 - 12.22.17]
2017-12-24,Last Minute Shopping DONE!!! [Day 2610 - 12.23.17]
2017-12-25,A White Christmas!!! [Day 2611 - 12.24.17]
2017-12-26,Christmas 2017!!! [Day 2612 - 12.25.17]
2017-12-27,Christmas Mail Vlog 2017!!! [Day 2613 - 12.26.17]
2017-12-28,Scary Snowman!!! [Day 2614 - 12.27.17]
2017-12-29,Crazy Snapchat Snaps!!! [Day 2615 - 12.28.17]
2018-01-01,New Years 2018!!! [Day 2618 - 12.31.17]
2018-01-02,A Full-On Sloth Day!!! [Day 2619 - 01.01.18]
2018-01-04,So Angry!!! [Day 2621 - 01.03.18]
2018-01-06,It&#39;s Still Christmas In Canada!!! [Day 2623 - 01.05.18]
2018-01-07,Fixing Stuff!!! [Day 2624 - 01.06.18]
2018-01-10,Destroying The Desk!!! [Day 2627 - 01.09.18]
2018-01-11,Army Cot Dog!!! [Day 2628 - 01.10.18]
2018-01-13,Another Super Secret Project!!! [Day 2630 - 01.12.18]
2018-01-14,Dog Reacts To Poprocks!!! [Day 2631 - 01.13.18]
2018-01-15,Monster Trucks!!! [Day 2632 - 01.14.18]
2018-01-16,Haunt Time Capsule!! [Day 2633 - 01.15.18]
2018-01-18,Play-Doh Jack-O-Lantern!! [Day 2635 - 01.17.18]
2018-01-19,New Cam!!! ...kinda... [Day 2636 - 01.18.18]
2018-01-20,It Happens In Canada, Too!!! [Day 2637 - 01.19.18]
2018-01-21,Climbing Mt. Thom!!! [Day 2638 - 01.20.18]
2018-01-22,Eating Rotten Fish!!! [Day 2639 - 01.21.18]
2018-01-27,Mail Call!! [Day 2644 - 01.26.18]
2018-01-28,Super Secret Project Hint!!! [Day 2645 - 01.27.18]
2018-01-30,Be Strong!!! [Day 2647 - 01.29.18]
2018-02-01,Baby Steps!! [Day 2649 - 01.31.18]
2018-02-04,Taking Down The Haunt!!! [Day 2652 - 02.03.18]
2018-02-05,Eating Crickets &amp; Haunt Take-Down!! [Day 2653 - 02.04.18]
2018-02-07,Look Who Stopped By! [Day 2655 - 02.06.18]
2018-02-08,Backyard Haunt Update!! [Day 2656 - 02.07.18]
2018-02-09,An Unexpected Delivery!! [Day 2657 - 02.08.18]
2018-02-10,Heading To Los Angeles?!?! [Day 2658 - 02.09.18]
2018-02-11,Oh Boy!!! [Day 2659 - 02.10.18]
